;20;29;22
;29;28;25
;35;26;35
;39;38;40
;43;42;46
;48;49;42
;49;51;48
;54;57;47
;53;61;60
;57;59;60
;59;62;64
;64;69;65
;72;67;69
;75;71;77
;68;67;83
;84;71;83
;91;77;96
;90;74;92
;90;80;111
;96;80;114
;101;95;120
;104;87;119
;99;89;116
;102;91;122
;136;101;119
;105;98;117
;113;100;127
;110;106;128
;118;136;132
;115;108;128

23.6667; 27.3333; 32; 39; 43.6667; 46.3333; 49.3333; 52.6667; 58; 58.6667; 61.6667; 66; 69.3333; 74.3333; 72.6667; 79.3333; 88; 85.3333; 93.6667; 96.6667; 105.333; 103.333; 101.333; 105; 118.667; 106.667; 113.333; 114.667; 128.667; 117;
20; 25; 26; 38; 42; 42; 48; 47; 53; 57; 59; 64; 67; 71; 67; 71; 77; 74; 80; 80; 95; 87; 89; 91; 101; 98; 100; 106; 118; 108;
29; 29; 35; 40; 46; 49; 51; 57; 61; 60; 64; 69; 72; 77; 83; 84; 96; 92; 111; 114; 120; 119; 116; 122; 136; 117; 127; 128; 136; 128;
