;24;24;19
;33;25;31
;41;42;27
;48;44;38
;51;45;49
;54;46;50
;56;60;62
;56;64;63
;62;69;61
;61;80;70
;98;84;65
;76;76;70
;95;87;77
;97;99;82
;93;96;86
;99;101;91
;101;82;96
;101;85;81
;112;93;94
;108;94;95
;91;101;102
;95;101;105
;96;109;104
;105;102;98
;105;102;99
;102;113;111
;106;106;110
;109;106;105
;110;105;105
;116;105;107

22.3333; 29.6667; 36.6667; 43.3333; 48.3333; 50; 59.3333; 61; 64; 70.3333; 82.3333; 74; 86.3333; 92.6667; 91.6667; 97; 93; 89; 99.6667; 99; 98; 100.333; 103; 101.667; 102; 108.667; 107.333; 106.667; 106.667; 109.333;
19; 25; 27; 38; 45; 46; 56; 56; 61; 61; 65; 70; 77; 82; 86; 91; 82; 81; 93; 94; 91; 95; 96; 98; 99; 102; 106; 105; 105; 105;
24; 33; 42; 48; 51; 54; 62; 64; 69; 80; 98; 76; 95; 99; 96; 101; 101; 101; 112; 108; 102; 105; 109; 105; 105; 113; 110; 109; 110; 116;
