;-57.63863863863864;-64.511011011011;-64.22472472472472
;2.097;-18.1075;-8.443
;11.5915;5.47;12.7685
;18.1465;16.443;13.57
;32.521;31.0385;34.8485
;38.5075;39.387;31.818
;39.361;43.258;40.4085
;51.7175;50.6455;47.8975
;55.3335;52.3625;58.9375
;60.612;64.6015;54.276
;63.565;62.3665;58.405
;65.4985;67.62;58.555
;71.6605;68.7265;64.6195
;70.1955;68.0165;68.0565
;71.1925;70.2745;64.724
;71.1615;68.635;69.329
;69.893;66.4735;74.4965
;74.729;72.0845;67.304
;72.6685;73.6045;70.149
;69.684;67.504;71.364
;71.9325;72.2225;73.095
;72.133;72.009;69.0275
;69.737;73.57;73.3145
;71.8785;68.476;71.731
;71.06;67.398;72.122
;68.595;68.1345;70.083
;69.28;67.6645;68.5
;73.504;70.63;73.313
;66.0555;68.0875;70.668
;73.1875;68.7595;70.289

-62.1248; -8.15117; 9.94333; 16.0532; 32.8027; 36.5708; 41.0092; 50.0868; 55.5445; 59.8298; 61.4455; 63.8912; 68.3355; 68.7562; 68.7303; 69.7085; 70.2877; 71.3725; 72.1407; 69.5173; 72.4167; 71.0565; 72.2072; 70.6952; 70.1933; 68.9375; 68.4815; 72.4823; 68.2703; 70.7453;
-64.511; -18.1075; 5.47; 13.57; 31.0385; 31.818; 39.361; 47.8975; 52.3625; 54.276; 58.405; 58.555; 64.6195; 68.0165; 64.724; 68.635; 66.4735; 67.304; 70.149; 67.504; 71.9325; 69.0275; 69.737; 68.476; 67.398; 68.1345; 67.6645; 70.63; 66.0555; 68.7595;
-57.63863863863864; 2.097; 12.7685; 18.1465; 34.8485; 39.387; 43.258; 51.7175; 58.9375; 64.6015; 63.565; 67.62; 71.6605; 70.1955; 71.1925; 71.1615; 74.4965; 74.729; 73.6045; 71.364; 73.095; 72.133; 73.57; 71.8785; 72.122; 70.083; 69.28; 73.504; 70.668; 73.1875;
