;-98.1981981981982;-105.95995995995996;-101.47047047047047
;-43.02;-46.092;-43.7855
;-28.3565;-27.461;-26.0695
;-11.2375;-12.352;-13.25
;8.865;3.8355;-2.2815
;14.5175;11.5465;12.602
;20.439;21.626;23.0225
;19.179;27.7665;29.305
;34.699;34.35;39.348
;40.521;43.665;45.387
;41.4045;46.1405;46.5645
;47.5965;50.3775;50.237
;53.2245;50.9265;46.943
;61.008;57.6135;56.5005
;62.2775;54.691;63.8335
;56.0275;55.538;59.7655
;58.823;56.891;60.8805
;55.6365;58.62;56.985
;56.429;59.568;60.719
;62.9785;58.2415;57.648
;60.9315;57.6535;55.35
;55.898;58.994;53.313
;59.485;62.725;56.2825
;56.659;55.674;56.649
;52.53;58.554;59.6325
;56.241;57.8925;54.2155
;56.013;58.373;58.4975
;58.2875;61.8505;61.3815
;57.92;59.2725;59.1455
;61.164;56.6665;56.5735

-101.876; -44.2992; -27.2957; -12.2798; 3.473; 12.8887; 21.6958; 25.4168; 36.1323; 43.191; 44.7032; 49.4037; 50.3647; 58.374; 60.2673; 57.1103; 58.8648; 57.0805; 58.9053; 59.6227; 57.9783; 56.0683; 59.4975; 56.3273; 56.9055; 56.1163; 57.6278; 60.5065; 58.7793; 58.1347;
-105.96; -46.092; -28.3565; -13.25; -2.2815; 11.5465; 20.439; 19.179; 34.35; 40.521; 41.4045; 47.5965; 46.943; 56.5005; 54.691; 55.538; 56.891; 55.6365; 56.429; 57.648; 55.35; 53.313; 56.2825; 55.674; 52.53; 54.2155; 56.013; 58.2875; 57.92; 56.5735;
-98.1981981981982; -43.02; -26.0695; -11.2375; 8.865; 14.5175; 23.0225; 29.305; 39.348; 45.387; 46.5645; 50.3775; 53.2245; 61.008; 63.8335; 59.7655; 60.8805; 58.62; 60.719; 62.9785; 60.9315; 58.994; 62.725; 56.659; 59.6325; 57.8925; 58.4975; 61.8505; 59.2725; 61.164;
