;-102.38488488488488;-102.48848848848849;-102.68668668668668;-102.26226226226227;-102.19169169169169;-101.68268268268268;-101.7042042042042;-102.42592592592592;-101.6086086086086;-102.06206206206207;-102.40990990990991;-102.24674674674675;-102.52952952952953;-102.43943943943944;-102.19669669669669;-102.2052052052052;-102.11961961961961;-102.09509509509509;-102.42692692692692;-102.22572572572572;-102.37137137137137;-102.55305305305305;-102.33483483483484;-102.42542542542543;-102.06256256256256
;-102.523;-104.6845;-99.916;-96.068;-103.6675;-94.863;-104.36;-103.902;-98.192;-99.923;-99.328;-98.402;-96.8185;-102.832;-101.0845;-104.2315;-95.18;-95.3755;-103.974;-100.987;-98.5495;-104.637;-102.8965;-102.408;-98.0115
;-96.18;-103.701;-100.163;-104.575;-103.856;-106.4185;-104.984;-104.0935;-103.9265;-101.5785;-101.622;-100.77;-97.5485;-98.199;-100.3075;-100.343;-94.5685;-96.7905;-98.944;-101.39;-96.996;-100.135;-104.162;-100.3295;-102.9405
;-106.807;-100.0295;-108.699;-103.447;-99.3835;-106.121;-104.844;-94.933;-105.262;-90.835;-95.0805;-105.307;-94.28;-99.376;-103.311;-100.1795;-104.4825;-96.6085;-98.098;-105.625;-106.206;-95.209;-107.509;-100.0695;-104.2015
;-104.6385;-107.3435;-108.013;-95.1135;-107.8265;-106.1785;-98.8265;-105.615;-93.326;-102.2665;-109.067;-105.104;-106.5795;-100.432;-107.0995;-98.835;-103.9095;-105.005;-110.416;-99.575;-96.1635;-108.825;-107.8445;-105.921;-104.721
;-103.6425;-105.572;-105.431;-96.2785;-107.568;-104.6755;-103.786;-107.6825;-103.8095;-102.6705;-107.2165;-107.5495;-104.7;-97.5775;-103.677;-109.939;-88.5255;-94.348;-107.7095;-106.8705;-97.5185;-92.4185;-104.945;-98.9675;-104.097
;-96.12;-62.9415;-104.887;-97.2435;-106.991;-106.485;-90.9685;-108.073;-105.6955;-103.4995;-107.5205;-104.422;-98.859;-107.86;-80.574;-108.6195;-42.901;-108.388;-104.3025;-105.9685;-103.6165;-89.862;-76.991;-100.0295;-108.794
;-57.0175;9.94;-103.8665;-109.4435;-107.08;-108.5225;-98.6055;-101.0125;-70.925;-98.003;-94.129;-104.6015;-102.0905;-85.3855;28.809;-100.4915;-6.122;-108.6845;-20.3245;-105.828;-95.9555;45.055;35.794;-106.8295;-105.7445
;6.0245;33.153;-101.319;-80.2;-101.9505;-86.981;-94.3205;-101.3755;41.3975;-102.3445;45.4565;-107.5955;-102.4225;23.418;48.031;-102.1625;27.709;-108.256;23.5795;-77.1015;-98.614;43.1465;5.646;-100.989;-104.693
;31.095;29.5555;-102.6235;30.3105;0.7035;26.8055;-95.8805;-102.0285;28.8295;-103.5545;55.093;-106.834;-107.046;47.732;50.1165;-102.9225;45.336;-89.723;20.267;27.6005;-101.6045;36.4385;39.478;-100.539;-106.7695
;38.974;35.5585;-103.394;34.197;53.358;59.0785;34.8355;-101.4865;51.1745;-6.2965;23.264;-107.847;-107.376;51.751;52.4405;-85.6905;40.839;44.8955;53.7955;44.2155;-96.1855;40.9235;35.656;22.3465;12.6225
;52.437;38.3885;-104.554;40.167;63.09;49.696;51.0305;18.2475;60.2815;43.5145;53.378;-31.9845;-108.8415;65.09;36.4545;42.172;57.103;32.0395;68.8655;46.3735;-1.305;51.5855;61.998;57.6255;44.815
;62.4385;49.59;-104.5025;68.588;56.7295;49.0735;51.7365;61.103;63.503;53.814;50.3275;56.356;30.3045;43.56;71.4135;26.6135;58.6045;60.3625;57.7895;43.9355;45.0515;57.957;61.984;69.072;52.8065
;67.113;52.4495;-104.1595;67.2445;57.8885;56.446;58.146;56.6705;40.464;60.8825;45.071;65.4975;74.4945;39.85;54.0425;41.5195;55.7565;66.907;62.962;73.3785;60.1335;58.3325;63.6015;72.9455;74.974
;62.496;53.9335;-104.8655;75.0555;64.488;63.1865;56.0385;58.882;44.801;58.746;49.5655;68.1285;55.5085;45.1215;50.6135;50.4135;62.5335;66.8125;64.886;74.143;40.9615;71.7465;72.5455;61.871;66.3905
;62.557;56.1055;-104.6125;72.138;65.44;63.3285;65.4635;72.144;45.9745;43.2315;48.7325;68.8125;70.501;51.9415;69.9465;44.61;67.6575;73.4475;62.233;72.053;64.125;74.142;72.046;58.2105;73.156
;68.22;57.4235;-105.55;76.908;63.605;64.4255;65.8475;59.383;52.9475;63.552;50.264;70.602;62.259;44.747;68.102;53.736;63.2755;69.461;64.993;77.4725;56.801;75.126;59.473;70.048;70.693
;67.492;57.6965;-104.9685;75.637;78.496;63.6595;69.623;59.1415;44.9745;59.51;56.218;66.179;60.323;49.834;77.2405;52.0535;66.9845;54.846;61.546;65.0345;50.1125;70.5515;61.727;45.7485;71.2575
;64.2245;56.267;-106.0275;74.678;72.571;58.276;68.1155;52.5735;57.0045;65.9715;48.329;65.291;64.8645;50.2875;73.323;56.355;61.883;62.059;65.758;70.101;40.736;68.109;61.1695;50.4295;72.4965
;73.737;53.189;55.463;71.668;73.0305;31.5945;62.7955;56.581;68.332;65.444;55.8325;67.801;68.752;49.139;76.6525;61.1635;62.3265;56.546;64.9205;60.9135;41.909;77.0075;66.259;49.1485;53.2835
;77.1235;57.124;34.863;73.905;75.189;44.5235;57.416;59.105;68.0755;60.574;47.5695;57.229;69.748;59.2015;63.415;26.98;62.3195;55.6865;62.4655;57.21;39.377;74.443;67.2675;46.5895;57.9195
;72.666;54.9315;26.9685;38.3925;75.824;51.8855;70.91;66.413;72.624;61.271;58.428;66.6015;69.227;48.128;58.458;27.709;70.696;60.0035;63.2245;45.815;44.9815;78.717;63.9855;56.0425;66.8935
;77.756;58.233;65.79;50.7805;72.763;56.22;61.162;68.543;72.397;67.9425;73.8425;64.365;74.5915;56.2435;60.282;29.2295;69.044;56.1135;58.9325;49.536;50.532;71.6095;70.1145;57.3575;44.8135
;60.6935;46.411;69.626;44.902;75.069;43.196;75.306;65.0625;75.8295;68.431;73.9255;67.2255;66.5065;58.3745;65.1455;28.923;73.3315;58.3715;66.4735;62.807;73.22;76.5115;75.467;61.635;51.1485
;65.7335;50.98;66.193;46.977;67.794;50.757;75.7795;68.0235;75.367;72.3245;70.8295;62.7785;66.4735;62.287;57.038;35.525;63.9985;59.0045;59.276;47.555;63.983;72.454;76.837;73.121;46.578
;65.5205;68.2385;67.9025;45.28;66.3385;50.5095;74.074;53.806;75.4275;69.659;76.129;58.37;71.241;56.339;69.2885;53.318;71.5235;56.1005;61.419;57.998;66.826;76.718;74.0055;75.2395;46.2165
;67.883;35.253;70.5525;48.507;69.2945;55.896;57.1025;50.1265;66.9125;67.3605;66.696;65.6875;72.3945;55.832;68.5245;49.468;66.8655;57.2135;66.825;53.5965;70.715;75.868;65.2305;71.6285;38.989
;68.1565;71.4455;62.619;44.7005;68.1635;51.2945;69.5345;60.972;74.978;70.749;60.2875;58.1205;66.657;56.457;61.7395;52.9175;69.559;48.9485;60.6395;76.4535;64.9975;62.2895;71.584;76.333;47.8265
;67.988;77.5515;72.118;59.787;64.042;59.6295;71.242;54.813;72.688;77.2105;57.2965;65.585;74.6545;63.718;60.3555;50.556;70.938;53.58;56.706;59.337;79.4845;65.1775;76.329;72.2505;43.546
;70.7745;70.2845;73.673;47.3325;69.4535;59.2895;75.934;64.234;55.7705;68.114;62.6715;63.6775;70.9605;59.0305;59.2735;53.9245;66.3365;61.566;66.5775;60.6725;76.434;65.8115;70.036;72.6225;56.1195

-102.246; -100.513; -100.981; -101.436; -103.946; -102.687; -97.2645; -70.8426; -46.9105; -26.0066; 4.86598; 31.5067; 47.9285; 52.9044; 53.3601; 56.5354; 56.9526; 55.2367; 54.9938; 60.9396; 58.2128; 58.8319; 61.5278; 63.3437; 62.3067; 64.2995; 61.3769; 63.0969; 65.0633; 64.823;
-102.687; -104.684; -106.418; -108.699; -110.416; -109.939; -108.794; -109.444; -108.256; -107.046; -107.847; -108.841; -104.502; -104.159; -104.865; -104.612; -105.55; -104.969; -106.028; 31.5945; 26.98; 26.9685; 29.2295; 28.923; 35.525; 45.28; 35.253; 44.7005; 43.546; 47.3325;
-101.6086086086086; -94.863; -94.5685; -90.835; -93.326; -88.5255; -42.901; 45.055; 48.031; 55.093; 59.0785; 68.8655; 71.4135; 74.974; 75.0555; 74.142; 77.4725; 78.496; 74.678; 77.0075; 77.1235; 78.717; 77.756; 76.5115; 76.837; 76.718; 75.868; 76.4535; 79.4845; 76.434;
